Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,location_address,location_formattedAddress,location_crossStreet,location_neighborhood,id,location_postalCode,location_city,location_state,location_country,Venue_Category_Real,categories_name,categories_pluralName,cluster_label
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Caf�,Barista,28.471292,77.10214984,"Qutub Plaza, DLF City Phase I","Qutub Plaza, DLF City Phase I",,"Qutub Plaza, DLF City Phase I",4b820582f964a52005c830e3,,New Delhi,Delhi,India,Café,Café,Cafés,7
Green Park,Green Park Market ,Nightlife,Summer House Cafe,28.55240109,77.20376616,"1st Floor, Aurobindo Place Market","1st Floor, Aurobindo Place Market",,Green Park Market,5332a162498edc37012c3268,110016,New Delhi,Delhi,India,Nightlife,Other Nightlife,Other Nightlife,2
Saket,D. K. Mohan Garden ,Restaurant,The Potbelly Rooftop Cafe & Kitchen,28.54966648,77.2153403,"116 C, 4th Flr., Shahpur Jat","116 C, 4th Flr., Shahpur Jat (Near Slice of Italy)",Near Slice of Italy,D. K. Mohan Garden,4fc101c0e4b0a3bda09bc336,110059,New Delhi,Delhi,India,Indian,Indian Restaurant,Indian Restaurants,2
Chakkarpur ,Chakkarpur ,Caf�,Cafe Di Ghent,28.46824836,77.08291805,"208, Level 2, Cross Point Mall","208, Level 2, Cross Point Mall (DLF Phase IV)",DLF Phase IV,DLF Phase IV,5044ca0be4b068ce7e4f7bbb,122002,New Delhi,Delhi,India,Café,Café,Cafés,7
DLF Phase II III IV,Arjun Nagar ,Caf�,Sakley's Mountain Cafe,28.46758368,77.08169498,"SF 93, Galleria","SF 93, Galleria (Galleria , DLF Phase IV)","Galleria , DLF Phase IV","Galleria , DLF Phase IV",4c0a4340009a0f47d70ce9bf,122001,New Delhi,Delhi,India,Café,Café,Cafés,34
Aliganj ,Aliganj ,Caf�,Perch,28.5999874,77.22634987,71 Khan Market,71 Khan Market,,Delhi High Court,558ff09f498e6019fb981c82,110003,New Delhi,Delhi,India,Café,Café,Cafés,26
Lajpat Nagar,Amar Colony ,Restaurant,The Big Chill Cafe,28.55272789,77.24192323,HS-5,HS-5 (Kailash Colony Market),Kailash Colony Market,Amar Colony,4b5bed2ef964a520971d29e3,110024,New Delhi,Delhi,India,Italian,Italian Restaurant,Italian Restaurants,15
Chakkarpur ,Chakkarpur ,Restaurant,Imperfecto,28.49611547,77.08886965,Cyber Hub,Cyber Hub,,Cyber Hub,5357f60311d26e842ecf994c,122002,New Delhi,Delhi,India,Mediterranean,Mediterranean Restaurant,Mediterranean Restaurants,19
Aliganj ,Andrewsganj ,Caf�,Diggin,28.55566502,77.21859021,1&2 Anand Lok shopping center,1&2 Anand Lok shopping center (Opp Gargi college),Opp Gargi college,Andrewsganj,530af53a498e95adf56d82ce,110049,New Delhi,Delhi,India,Café,Café,Cafés,2
Greater Kailash ,Greater Kailash ,Restaurant,The Big Chill Cafe,28.6006863,77.22763622,68A,68A (Khan Market),Khan Market,Greater Kailash,4b701cbaf964a5209b072de3,110048,New Delhi,Delhi,India,Italian,Italian Restaurant,Italian Restaurants,26
Lajpat Nagar,Amar Colony ,Caf�,Cafe Istanbul,28.569124,77.246034,,New Delhi 110024,,Amar Colony,60058df5c3db924d3809341f,110024,New Delhi,Delhi,India,Café,Café,Cafés,33
Greater Kailash ,Greater Kailash ,Caf�,"Barista Coffee M block market, GK-1",28.549718,77.236493,M34 M Block Market,M34 M Block Market (Greater Kailash - 1),Greater Kailash - 1,Greater Kailash,5ffe7b46e7332d5bf80a6c8c,110048,New Delhi,Delhi,India,Café,Café,Cafés,15
Rajouri Garden,,Caf�,"Cafe coffee day, kirti nagar",28.65614603,77.1502212,,India,,,5225db0a11d254b79681cd95,,New Delhi,Delhi,India,Café,Café,Cafés,27
Rajouri Garden,,Caf�,Shake Shook Cafe,28.645811,77.119916,,Main Market Rajouri Garden,Main Market Rajouri Garden,Main Market Rajouri Garden,579e1c75498ed629a70486c8,,New Delhi,Delhi,India,Café,Café,Cafés,27
Chakkarpur ,Chakkarpur ,Caf�,Cafe By SOUL,28.471428,77.098015,Phase 1,Phase 1,,Phase 1,6006bdcac6f7954a47216e72,122002,New Delhi,Delhi,India,Café,Café,Cafés,7
Gadaipur ,Gadaipur ,Caf�,The Grammar Room,28.526008,77.184189,One Style Mile,One Style Mile (Mehrauli),Mehrauli,Gadaipur,5a8d9c2751950e7c14f8646f,110030,New Delhi,Delhi,India,Café,Café,Cafés,23
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Caf�,BiziBean,28.44805645,77.09942288,,India,,,53c792eb498e69023fce805e,,New Delhi,Delhi,India,Café,Café,Cafés,24
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Caf�,United Coffee House,28.56766,77.321557,Dlf mall of india,Dlf mall of india,,Dlf mall of india,57b1e28c498e84b039233228,,New Delhi,Delhi,India,Café,Café,Cafés,22
Chakkarpur ,Chakkarpur ,Caf�,Cafe Reed,28.451267,77.09661,,Gurugram 122002,,Gurugram 122002,5cab688ff96b2c002ca85426,122002,New Delhi,Delhi,India,Café,Café,Cafés,34
Masood Pur ,Masood Pur ,Restaurant,Paul,28.541008,77.155031,"Ground Floor, Ambience Mall","Ground Floor, Ambience Mall (Nelson Mandela Marg)",Nelson Mandela Marg,Masood Pur,5e6ca9b3e683eb000847816e,110070,New Delhi,Delhi,India,Italian,Italian Restaurant,Italian Restaurants,25
Rajouri Garden,Amberhai ,Caf�,Café Uncover,28.595997,77.04125,"Plot No. 14, Block A, Sector 12A, Dwarka, Delhi, 110075","Plot No. 14, Block A, Sector 12A, Dwarka, Delhi,",,Amberhai,6005a4c58f6fb1246eab270a,110075,New Delhi,Delhi,India,Café,Café,Cafés,12
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",Baraula,Caf�,Cafe Delhi Heights,28.542225,77.370166,Star Mall,Star Mall,,Star Mall,5c8d1983f1936e002c5dc2e0,201304,New Delhi,Delhi,India,Café,Café,Cafés,39
Sarojini Nagar,Anand Niketan ,Caf�,Carra Cafe,28.602224,77.186575,,New Delhi 110021,,Anand Niketan,5ff806f31a273141a779cb60,110021,New Delhi,Delhi,India,Café,Café,Cafés,38
Sector 12 Noida,Noida Sector 12,Caf�,blue tokai coffee roasters,28.590543,77.319117,,Noida 201301,,Noida 201301,5bf1506afc9e94002c024571,201301,New Delhi,Delhi,India,Café,Café,Cafés,22
Masood Pur ,Masood Pur ,Caf�,Blue Tokai Coffee,28.538175,77.142916,"C-9, Pawa Presidential Complex","C-9, Pawa Presidential Complex (Vasant Kunj)",Vasant Kunj,Masood Pur,5e118a5c6fab5100070eb8d9,110070,New Delhi,Delhi,India,Coffee Shop,Coffee Shop,Coffee Shops,25
Rajouri Garden,,Caf�,cafe coffee day,28.64386575,77.09653618,Subhash Nagar Metro Station,Subhash Nagar Metro Station,,Subhash Nagar Metro Station,50d7f715e4b0e013ac49e556,,New Delhi,Delhi,India,Café,Café,Cafés,3
Rajouri Garden,Tilak Nagar,Caf�,CCD tilak nagar,28.63626408,77.09704758,Near Tilak Nagar Metro Station,Near Tilak Nagar Metro Station,,Near Tilak Nagar Metro Station,55a26db2498eb3b2905ffb36,,New Delhi,Delhi,India,Café,Café,Cafés,3
,,Caf�,SML INDIA Cafe,28.51116203,77.08765982,,India,,,524d28c211d28c3f7f0dcab8,,New Delhi,Delhi,India,Café,Café,Cafés,19
Karol Bagh,Rajender Nagar,Caf�,Cafe Coffee Day,28.63841741,77.18023528,Shankar Road,Shankar Road,,Shankar Road,4e4b71b618a808fd10fd97cc,,New Delhi,Delhi,India,Café,Café,Cafés,5
Rajouri Garden,,Caf�,Cafe Coffee day,28.65019153,77.12334869,City square mall,City square mall (Rajouri Garden),Rajouri Garden,Rajouri Garden,4c14ace37f7f2d7f3541e168,,New Delhi,Delhi,India,Café,Café,Cafés,27
"Sector 11, 12, 14, 15, 16, 24, 25 Gurugram",,Caf�,Cafe Coffee Day,28.45839366,77.04398927,Sector 15 part 2,Sector 15 part 2 (SCO),SCO,SCO,4be3c9fab02ec9b6c46650c0,,New Delhi,Delhi,India,Café,Café,Cafés,0
Saket,"Distt. Court Complex, Saket ",Caf�,Pause,28.54064,77.21181,,New Delhi 110017,,Distt. Court Complex  Saket   ,5d7a1715f6e3190008a2166f,110017,New Delhi,Delhi,India,Café,Café,Cafés,2
Vasant Kunj,Vasant Kunj,Caf�,The Biker's Cafe,28.52922943,77.15550131,B-9,B-9,,B-9,50cc0fa6e4b0821750a4ed03,,New Delhi,Delhi,India,Café,Café,Cafés,25
Karol Bagh,,Caf�,Cafe Coffee Day,28.64437193,77.18858093,Old Rajender Nagar,Old Rajender Nagar (Shankar Road),Shankar Road,Shankar Road,4c6cd0cc1585ef3bd171079e,,New Delhi,Delhi,India,Coffee Shop,Coffee Shop,Coffee Shops,5
Sarojini Nagar,,Caf�,QD's,28.63640045,77.28542268,Nirman Vihar,Nirman Vihar,,Nirman Vihar,560299b5498eebcef3709314,,New Delhi,Delhi,India,Café,Café,Cafés,1
Connaught Place,Baroda House ,Caf�,Cafe Coffee Day (CCD),28.633641,77.220229,Rajiv Chowk Metro Station,Rajiv Chowk Metro Station (Underneath Central Park),Underneath Central Park,Baroda House,510d00eae4b0ae0246fc9fcb,110001,New Delhi,Delhi,India,Coffee Shop,Coffee Shop,Coffee Shops,13
Shahdara,Vishwas Nagar,Caf�,Cafe Coffee Day,28.66093691,77.29637146,"Shop No 31, City Mall","Shop No 31, City Mall",,"Shop No 31, City Mall",52aab44e11d2ffe720c41656,,New Delhi,Delhi,India,Café,Café,Cafés,36
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",Nagla Charandas,Caf�,The Haven,28.571568,77.382394,,Noida 201305,,Noida 201305,5a198073b1ec13338be571ec,201305,New Delhi,Delhi,India,Café,Café,Cafés,39
Aliganj ,,Caf�,Mocha @ Wills India Fashion Week,28.6210931,77.24780914,,New Delhi,,,4d9bdc2b913a236a4930a908,,New Delhi,Delhi,India,Café,Café,Cafés,26
Ghaziabad,Kair B.O,Caf�,Cafe Coffee Day -Punjabi Bagh,28.66500047,77.11510252,Punjabi Bagh,Punjabi Bagh (Near Wok in The Cloud resturant),Near Wok in The Cloud resturant,Kair             ,4c848aad6e8c952138b96d64,110028,New Delhi,Delhi,India,Café,Café,Cafés,27
Connaught Place,Anand Vihar ,Restaurant,Cafe Wink,28.65731067,77.3170981,G-1 Sikka Galaxy,G-1 Sikka Galaxy (Shrestha vihar),Shrestha vihar,Anand Vihar,4ecbad0ab8f7782ab80955ea,110092,New Delhi,Delhi,India,Italian,Italian Restaurant,Italian Restaurants,36
Connaught Place,Connaught Place,Snacks,McDonald's,28.63408191,77.21920575,"Connaught Place, Block B","Connaught Place, Block B",,"Connaught Place, Block B",4dbcce3ef7b1ab37dd690677,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,13
Vasant Kunj,Connaught Place,Snacks,KFC Restaurant,28.63315832,77.2182012,"A Block, Inner Circle","A Block, Inner Circle (Connaught Place)",Connaught Place,Connaught Place,5234712f11d2133b3433fb36,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,13
Connaught Place,Vasant Vihar,Snacks,McDonald's,28.55737219,77.16352105,Priya Complex,Priya Complex (Basant Lok),Basant Lok,Basant Lok,4d4519741928a35d6838c070,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,25
Rajouri Garden,Baratooti ,Market,Parathe Wali Gali | ?????? ???? ???,28.65609953,77.23047852,Chandni Chowk,Chandni Chowk,,Hauz Qazi,5021f6d2e4b052a447575208,110006,New Delhi,Delhi,India,Market,Market,Markets,21
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",Rajouri Garden,Snacks,McDonald's,28.64989286,77.12079132,Rajouri Garden,Rajouri Garden,,Rajouri Garden,4d791545930ef04ddeeec04f,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,27
Lajpat Nagar,,Snacks,McDonald's,28.48021538,77.08032377,MGF Metropolitan,MGF Metropolitan,,MGF Metropolitan,4e1467ec88777cd5da3353e5,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,7
Aliganj ,Alaknanda ,Snacks,Epicuria,28.550926,77.25154709,"Nehru Place Metro Station, Nehru Place","Nehru Place Metro Station, Nehru Place",,Alaknanda,51c41590498edcb7db822ca5,110019,New Delhi,Delhi,India,Food Court,Food Court,Food Courts,15
Arjun Nagar ,Aliganj ,Snacks,Saleemjaved,28.60096,77.227121,44 Khan Market,44 Khan Market (Khan Market),Khan Market,Delhi High Court,600a6c2b495a2d5638c8cfd8,110003,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,26
Arjun Nagar ,Arjun Nagar ,Snacks,Chinese Corner,28.4599196,77.08373362,Vyapar Kendra,Vyapar Kendra,,Vyapar Kendra,51b0b4a0498e859ad911dd00,122001,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,34
Aliganj ,Arjun Nagar ,Snacks,Subway,28.45417069,77.051361,Sector 31 market,Sector 31 market,,Sector 31 market,5150065fe4b06c69ff413c5c,122001,New Delhi,Delhi,India,Sandwiches,Sandwich Place,Sandwich Places,0
Aliganj ,Aliganj ,Market,Rule The Rolls SaleemJaved,28.60058,77.227177,Shop No 10 Pirthviraj Market,Shop No 10 Pirthviraj Market (Rule The Rolls GF),Rule The Rolls GF,Delhi High Court,5e6f37aab7b89f0008262d3c,110003,New Delhi,Delhi,India,Halal,Halal Restaurant,Halal Restaurants,26
Civil Lines,Aliganj ,Hotel,SaleemJaved RuleTheRolls,28.600981,77.22716,"44 , 1st Floor","44 , 1st Floor (Khan Market)",Khan Market,Delhi High Court,5ffac552c5c6813e71a6f937,110003,New Delhi,Delhi,India,Mughlai,Mughlai Restaurant,Mughlai Restaurants,26
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Snacks,Rico's,28.69476639,77.20414858,90ft Above Ccd,"90ft Above Ccd (Hudson Lane, Kingsway Camp)","Hudson Lane, Kingsway Camp","Hudson Lane, Kingsway Camp",51fd2459498e1d0d6b443250,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,20
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Snacks,Subway,28.47160687,77.10229928,"qutub plaza, dlf phase 1","qutub plaza, dlf phase 1",,"qutub plaza, dlf phase 1",4cefacac7b94370430393453,,New Delhi,Delhi,India,Sandwiches,Sandwich Place,Sandwich Places,7
Chakkarpur ,Chakkarpur ,Snacks,Nirula's,28.453346,77.082787,"Shop 1 & 2, Sri Ram Complex, C - Block, Sushant Lok - 1, Sector 43.","Shop 1 & 2, Sri Ram Complex, C - Block, Sushant Lok - 1, Sector 43. (Near SRS Mall)",Near SRS Mall,Near SRS Mall,59205bbc112c6c4c4cbdd3b3,122002,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,34
Rajouri Garden,D.E.S.U. Colony ,Snacks,Bikanerwala C1,28.621424,77.08348,,New Delhi 110058,,D.E.S.U. Colony,5d90bdc6d61cd00008e6fafc,110058,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,3
Faridabad,Sector 82 - Faridabad,Snacks,Hunger Cure,28.387304,77.3524,Omaxe World Street,Omaxe World Street,,Omaxe World Street,5dda96c0051b280008eab2ea,121002,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,4
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Snacks,Subway,28.61303049,77.36650123,Logix Cyber Park,Logix Cyber Park (Sector 62),Sector 62,Sector 62,4eb261f26c25aecd46fdb2a4,,New Delhi,Delhi,India,Sandwiches,Sandwich Place,Sandwich Places,16
Lajpat Nagar,Abul Fazal Enclave-I ,Snacks,Quick Eats,28.56729,77.280323,,New Delhi 110025,,Abul Fazal Enclave-I         ,5fda3079a522233d30cce007,110025,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,9
Sarojini Nagar,Sarojini Nagar,Snacks,McDonald's,28.57595962,77.19520137,,India,,,505dbaa7e4b017c644fa9786,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,38
Rajouri Garden,Tilak Nagar,Snacks,McDonald's,28.63940301,77.09650246,Tilak Nagar,Tilak Nagar,,Tilak Nagar,51286296e4b092951236019a,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,3
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Snacks,McDonald's,28.50074553,77.40955456,,Noida Sector 142,,Noida Sector 142,52088b4c11d2ae42ed62eb34,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,6
Karol Bagh,,Snacks,McDonald's,28.64810249,77.19053921,Karol Bagh,Karol Bagh,,West Delhi,4fa7cdfee4b00f7196cdeb4a,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,5
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Snacks,Subway,28.46030045,77.07889557,,India,,,529a00c1498e12a0ab62f08d,,New Delhi,Delhi,India,Sandwiches,Sandwich Place,Sandwich Places,34
Lajpat Nagar,Sant Nagar,Snacks,McDonald's,28.55857665,77.24696724,,India,,,515cfb06e4b06c8225040434,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,33
Sagarpur / Rohini,,Snacks,Burger King,28.69352978,77.15144576,,India,,,5537b2de498ee4b97e72f60e,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,11
"Sector 49, Fatehpur",Gurgaon South City II ,Snacks,Burger King,28.420332,77.050078,Rodeo Drive,Rodeo Drive,,Rodeo Drive,5c76c8bc31ac6c0039b61ab6,122018,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,18
Anand Vihar ,,Snacks,KFC,28.64205341,77.29601743,Preet Vihar,Preet Vihar,,Preet Vihar,523845e9498ea98095e9fe48,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,1
Civil Lines,DR.MUKERJEE NAGAR,Snacks,McDonald's,28.70563888,77.19014764,Model Town Part 2,Model Town Part 2 (Main Market),Main Market,Dr.Mukerjee Nagar,4c9117b8ae45224b14f1e497,110009,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,20
Arjun Nagar ,Arjun Nagar ,Snacks,Cioccolato Cafe,28.51132161,77.09335534,Udyog Vihar,Udyog Vihar (Phase III),Phase III,Phase III,4ce63933b9975481ae06ef44,122001,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,19
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Snacks,Subway,28.41843505,77.03866656,IRIS Tech Park,IRIS Tech Park (Sohna Road),Sohna Road,Sohna Road,5202502e498e1ff33c07e465,,New Delhi,Delhi,India,Sandwiches,Sandwich Place,Sandwich Places,18
Rajouri Garden,,Snacks,Burger King,28.65089782,77.12070644,,India,,,5676620a498ee88586596b94,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,27
Connaught Place,Chawri Bazaar,Snacks,KFC,28.64498202,77.2235039,Airport Express,Airport Express (Opposite NDRS Metro Station),Opposite NDRS Metro Station,Opposite NDRS Metro Station,4f2a7e6be4b0b052a3f83532,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,21
Sarojini Nagar,Green Park,Snacks,Wimpy's,28.55204302,77.20427713,"Aurobindo Marg, Bhim Nagri, Hauz Khas","Aurobindo Marg, Bhim Nagri, Hauz Khas",,"Aurobindo Marg, Bhim Nagri, Hauz Khas",4db0454e0cb6442b2eb506d5,,New Delhi,Delhi,India,Burgers,Burger Joint,Burger Joints,2
Rajouri Garden,Tilak Nagar,Snacks,McDonald's,28.63625994,77.09710378,Tilak Nagar Metro Station,Tilak Nagar Metro Station,,Tilak Nagar Metro Station,520ca1d511d22b2278ba3baf,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,3
Rajouri Garden,Amberhai ,Restaurant,Haldiram's,28.592532,77.041354,Dwarka City Centre,Dwarka City Centre (Sector-12),Sector-12,Amberhai,59ad730b112c6c22febe2319,110075,New Delhi,Delhi,India,Indian,Indian Restaurant,Indian Restaurants,12
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Snacks,Gopalji Restaurant,28.44585679,77.044868,,India,,,50659554e4b0175f2f6b51a6,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,0
Sagarpur / Rohini,,Snacks,McDonald's,28.69244964,77.15280511,Nsp,Nsp,,Nsp,4d18959ecc216ea8701177d3,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,11
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",Gurgaon Sector 45 ,Snacks,Burger King,28.458702,77.072205,"Ground Floor, Huda City Center Metro Station Complex","Ground Floor, Huda City Center Metro Station Complex",,"Ground Floor, Huda City Center Metro Station Complex",58f304fdc8772e1a0502a58c,122003,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,34
Sagarpur / Rohini,,Snacks,Kaleva,28.70234604,77.1335199,,India,,,4e6f191de4cdd991620c245c,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,11
Rajouri Garden,Ashok Nagar,Snacks,Subway,28.6345593,77.10605572,Food Court,"Food Court (Pacific Mall, Subhash Nagar)","Pacific Mall, Subhash Nagar","Pacific Mall, Subhash Nagar",513cbaf4e4b07db9295d110f,,New Delhi,Delhi,India,Sandwiches,Sandwich Place,Sandwich Places,3
Anand Vihar ,Preet Vihar,Snacks,Bikanervala,28.63949271,77.29410429,Preet vihar,Preet vihar,,Preet vihar,4fdf5af5e4b0ab51ed37f069,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,1
Vasant Kunj,Vasant Kunj,Snacks,KFC,28.52499401,77.15590428,Vasant Square,Vasant Square (Vasant Kunj),Vasant Kunj,Vasant Kunj,4b9b7744f964a520070936e3,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,25
Karol Bagh,,Snacks,KFC,28.64803257,77.1910854,Karol Bagh,Karol Bagh,,Karol Bagh,4dd362992271d21ebd3bcda4,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,5
Lajpat Nagar,Alaknanda ,Snacks,Nando's Epicuria,28.5513805,77.2519222,Astha Kunj Rd,Astha Kunj Rd,,Alaknanda,5e624bf5f9a51000080bab50,110019,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,15
Rajouri Garden,Ashoka Park Extn. ,Snacks,Nando's Punjabi Bagh,28.66655687,77.12475042,North West Avenue Road,North West Avenue Road,,Ashoka Park Extn.,57c1b230498e8532082eb5d7,110026,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,27
Aliganj ,,Snacks,McDonald's,28.56289117,77.22439712,Ansal Plaza,"Ansal Plaza (BG02, August Kranti Marg)","BG02, August Kranti Marg","BG02, August Kranti Marg",4e9171ce49013919db36cfb1,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,33
Janpath,,Snacks,McDonald's,28.62653824,77.21950134,Janpath,Janpath,,Janpath,4bed11afe3562d7f5a83fef8,,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,13
Connaught Place,Dariba Kalan,Snacks,Natraj | ?????,28.65635734,77.23058724,Chandni Chowk,Chandni Chowk,,Chandni Chowk,4e4fb253d22daf51d278ccb2,,New Delhi,Delhi,India,Snacks,Snack Place,Snack Places,21
Ghaziabad,"Sahibabad, Ghaziabad",Snacks,McDonald's,28.64527914,77.32398722,Kaushambi Metro Station,Kaushambi Metro Station (Kaushambi),Kaushambi,Kaushambi,51c06dca498e2706585b8e02,201010,New Delhi,Delhi,India,Fast Food,Fast Food Restaurant,Fast Food Restaurants,1
Connaught Place,Baroda House ,Restaurant,United Coffee House,28.63247672,77.22111998,"E 15, Inner Circle, Connaught Place","E 15, Inner Circle, Connaught Place",,Baroda House,4b59921bf964a520fe8c28e3,110001,New Delhi,Delhi,India,Indian,Indian Restaurant,Indian Restaurants,13
Arjun Nagar ,Arjun Nagar ,Hotel,Urban Tandoor,28.453374,77.051073,,Gurugram 122001,,Gurugram 122001,6006ff656354806dc93ec144,122001,New Delhi,Delhi,India,North Indian,North Indian Restaurant,North Indian Restaurants,0
Gadaipur ,Khandsa ,Hotel,Shri Ram Parathe,28.41211247,77.04163519,Omax Chowk,"Omax Chowk (Sohna Road,)","Sohna Road,","Sohna Road,",5693b8e1498eec2ab9cd1366,122004,New Delhi,Delhi,India,Dhaba,Dhaba,Dhabas,18
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Hotel,Capital Restaurant,28.45356403,77.05090293,"Shop No. 210, Huda Market","Shop No. 210, Huda Market (Sector 31)",Sector 31,Sector 31,515edc5fe4b05bf886a46b87,,New Delhi,Delhi,India,North Indian,North Indian Restaurant,North Indian Restaurants,0
Sector 12 Noida,Noida Sector 12,Snacks,Jsb Evergreen Sweets,28.570097,77.332664,Brahmaputra shopping complex,Brahmaputra shopping complex,,Brahmaputra shopping complex,58c267a2d7b4731c54ebe092,201301,New Delhi,Delhi,India,Indian Sweets,Indian Sweet Shop,Indian Sweet Shops,22
